0.01;0.4999
0.15;0.47697
-0.5;-0
-0.3;-0.4
0.09;-0.491833
0.12;-0.485386
-0.28;-0.414246
0.43;0.255147
-0.08;-0.493559
-0.47;-0.170587
0.22;0.448999
0.21;-0.453762
0.13;-0.482804
0.48;-0.14
0.43;-0.255147
0.46;-0.195959
0.42;-0.271293
-0.22;0.448999
0.37;0.336303
0.07;0.495076
-0.41;0.286182
0.25;0.433013
-0.37;-0.336303
0.19;0.462493
0.41;-0.286182
-0.06;-0.496387
0.31;0.392301
-0.06;0.496387
-0.28;-0.414246
-0.28;-0.414246
-0.07;0.495076
-0.16;0.473709
0.49;-0.0994987
-0.25;-0.433013
-0.34;0.366606
-0.37;-0.336303
0.12;-0.485386
-0.38;0.324962
0.1;-0.489898
0.48;-0.14
0.15;0.47697
-0.23;0.443959
-0.21;-0.453762
-0.09;-0.491833
0.14;-0.48
-0.12;0.485386
-0.44;0.237487
-0.1;0.489898
-0.43;-0.255147
0.18;0.466476
-8.2;-5.72364
-9.2;3.91918
0.2;-9.998
2.2;9.755
2;-9.79796
6;-8
-0.2;-9.998
-9.2;-3.91918
5.2;8.54166
4.4;8.97998
0;-10
7.8;6.2578
2.2;-9.755
-3.6;9.32952
5.4;8.41665
-6.6;-7.51266
-4.6;-8.87919
-8.8;-4.74974
2.8;-9.6
7.8;-6.2578
-1;-9.94987
-0.4;9.992
5.8;8.14616
6;-8
0.6;-9.98198
6.6;7.51266
1.8;-9.83667
3.8;9.24986
9.4;-3.41174
8.4;-5.42586
2;9.79796
-0.4;9.992
-8.2;-5.72364
-3.6;9.32952
5.2;8.54166
0;10
-4.8;-8.77268
2.8;9.6
7.2;-6.93974
3.8;-9.24986
-10;0
7;-7.14143
3.4;9.40425
0.6;-9.98198
-0.8;9.96795
-3.2;9.47418
3;-9.53939
-5.6;-8.28493
-4.2;-9.07524
7.6;-6.49923
22.84;28.3667
27;21.5359
25.16;28.9968
25.88;28.902
22.84;28.3667
26.76;21.408
28.92;24.204
22.44;21.9265
26.76;21.408
23.64;21.2383
21.56;22.9588
23.96;21.1376
25.48;21.0289
27.16;21.6333
26.68;21.3699
22.52;28.1384
28.84;26.12
27.4;21.8
24.68;28.9872
26.36;21.2383
26.52;28.6999
23.96;28.8624
21.24;26.3647
25.56;21.0394
28.36;27.1703
27.48;21.8616
25.8;21.0808
22.04;22.3096
28.36;22.8297
24.04;21.1169
28.68;23.4323
23.4;28.6661
25.24;28.9928
23.32;28.6301
26.84;28.5517
24.44;21.0394
25.56;21.0394
28.76;23.6353
24.44;28.9606
27.08;21.5833
21.56;22.9588
22.76;21.686
22.84;21.6333
26.92;28.5091
24.92;21.0008
24.36;21.0515
23.88;21.16
28.6;26.7436
28.28;22.7105
24.12;28.902
