-0.06;-0.496387
-0.48;-0.14
0.45;0.217945
0.16;-0.473709
0.04;0.498397
0.3;0.4
0.18;0.466476
0.41;0.286182
-0.48;-0.14
0.47;0.170587
0.3;0.4
0;0.5
-0.4;0.3
0.5;-0
0.15;0.47697
0.44;0.237487
0.03;0.499099
0.29;-0.407308
-0.17;0.470213
0.24;0.438634
-0.3;0.4
0.27;0.420833
0.33;0.375633
0.43;0.255147
0.27;-0.420833
-0.01;-0.4999
0.45;0.217945
-0.42;-0.271293
-0.23;-0.443959
0.22;0.448999
0.08;-0.493559
-0.09;0.491833
-0.38;0.324962
0.48;-0.14
0.41;-0.286182
0.3;-0.4
-0.39;-0.31289
0.09;0.491833
-0.34;0.366606
-0.1;0.489898
-0.27;-0.420833
0.15;-0.47697
0.34;-0.366606
-0.04;-0.498397
-0.28;-0.414246
0.23;0.443959
0.45;0.217945
-0.28;0.414246
0.25;-0.433013
0.43;-0.255147
-6.2;7.84602
4;9.16515
3.4;-9.40425
-4.2;9.07524
6.6;-7.51266
8.4;-5.42586
8.2;-5.72364
9.4;-3.41174
-9.6;-2.8
8;-6
-6;-8
-9.8;1.98997
9.2;3.91918
-0.2;9.998
-8.4;5.42586
5.8;8.14616
8;-6
1.8;-9.83667
9.2;-3.91918
-4.6;-8.87919
1.2;-9.92774
-8.2;5.72364
3.2;-9.47418
-8.2;-5.72364
0.8;-9.96795
4.6;8.87919
-4.6;-8.87919
-1.8;-9.83667
-6.2;-7.84602
-6.2;-7.84602
-2.6;-9.65609
9.2;-3.91918
-4.8;-8.77268
9.4;3.41174
-3.6;-9.32952
2.8;9.6
-6.2;-7.84602
1.2;9.92774
-5.4;8.41665
2;-9.79796
5.6;-8.28493
-6.8;7.33212
-2.4;9.70773
-2;9.79796
-0.8;-9.96795
-8.6;5.10294
1.4;9.90152
0.4;9.992
-1.8;9.83667
-1;-9.94987
22.04;27.6904
27.8;27.8566
22.52;21.8616
27.96;27.6904
22.76;28.314
27.08;21.5833
21.56;22.9588
22.12;27.7759
23.64;21.2383
26.84;21.4483
26.84;28.5517
27;21.5359
23.64;28.7617
28.36;22.8297
27.72;27.9328
21.24;26.3647
24.76;28.9928
21.32;26.5677
27.4;28.2
26.76;28.592
26.2;28.8158
26.2;28.8158
25.08;21.0008
28.52;26.8999
21.16;26.12
25.08;28.9992
21.56;27.0412
27.96;22.3096
22.44;28.0735
23.32;21.3699
27.72;22.0672
29;25
24.28;28.9347
22.52;28.1384
22.44;28.0735
27.88;27.7759
28.6;23.2564
21.32;23.4323
26.68;28.6301
29;25
24.12;21.098
29;25
22.68;21.7415
25.4;21.0201
22.44;21.9265
26.92;21.4909
22.44;21.9265
27.32;21.7415
24.36;28.9485
24.04;28.8831
